email|amount|accountA|accountB|currency
Please transfer $ 438403 QAR from account pKP254 to account Ieo032. Thank you!|438403|pKP254|Ieo032|QAR
Hi, can you please help me? I need a transfer of $ 3424403 INR dollars moved into 2wou4mhxnzfrom dC6Ydt. Thank you.|3424403|dC6Ydt|2wou4mhxnz|INR
hey id like to deposit 5274408 CUP dollars into account 508650729 from this accoynt 428669549|5274408|508650729|428669549|CUP
Hello. $ 8630923 ILS needs to be moved from account 948502988 to this account 302238992. Thanks!Nicholas Sherman|8630923|948502988|302238992|ILS
Move money from account D2S to account 95Q8KW of the amount $ 768227 BSD. Thank you!|768227|D2S|95Q8KW|BSD
Hey! Ashley Simpson It's James Smith. Can you help me do something? I need to transfer $ 4512970 AUD from this account I have called A5OMM9K6 to my other account titled 3IHW104.|4512970|A5OMM9K6|3IHW104|AUD
Dear Jessica Young, at the request of our client, we need a transfer in the amount of $ 6398095 RSD. This needs to be completed today. Please move the funds from CIVYWSFP6Rgto d2p2auaa2oqb. Please contact me back with any questions. Thanks, Molly Briggs|6398095|CIVYWSFP6Rg|d2p2auaa2oqb|RSD
Please transfer $ 297345 GGP from account 503liZ to account 347qiD. Thank you!|297345|503liZ|347qiD|GGP
Dear Kelly Allen, at the request of our client, we need a transfer in the amount of $ 1901979 NGN. This needs to be completed today. Please move the funds from steMXp3fIyto w1r86nvyvrhb. Please contact me back with any questions. Thanks, Christine Norris|1901979|steMXp3fIy|w1r86nvyvrhb|NGN
Goodmorning Patrick Richardson, I have a client in need of a money transfer. Could you transfer 2034213 KRW from account frzMAMNklIP4 to account 2h3wyzfjffvs. Please let me know as soon as this is complete. Thanks!|2034213|frzMAMNklIP4|2h3wyzfjffvs|KRW
Please transfer $ 9606363 TVD from account xPhp to account whAW. Thank you!|9606363|xPhp|whAW|TVD
Please transfer $ 167362 KHR from account kmV581 to account Hsl426. Thank you!|167362|kmV581|Hsl426|KHR
Hello. $ 8499672 BND needs to be moved from account XXOaKzUBN to this account 6mfl8. Thanks!Christopher Burns|8499672|XXOaKzUBN|6mfl8|BND
This needs immediate attention. Please carefully move 846613 AUD dollars from 4YUTKUAX6 into account 2WC. Sincerely.Julie Boyd|846613|4YUTKUAX6|2WC|AUD
Time to move 2687876 BMD USD from account PHW9M2G to Q2QGU4. When can this be done? Please contact.|2687876|PHW9M2G|Q2QGU4|BMD
Hi, this is Pamela Gibson, and this is to confirm a transfer that my client, Erin Morrow, is requesting to be completed in the next couple of days. Could you move money from account 994580838 to account 500871253 of the amount $ 6823588 TRY. Thank you! Please send me a receipt of the completed transfer for my client.|6823588|994580838|500871253|TRY
Hello, this is my second attempt to contact you regarding a transfer request. I need this transfer to be completed ASAP. Please take $ 6943120 FJD from 476176716 and put this in account 501998603 . If this request cannot be fully processed in the next 3 business days, please let me know so that I can make other arrangements. Sincerely, Laura Lee|6943120|476176716|501998603|FJD
Please move 4537754 BRL dollars from account yPV to y.|4537754|yPV|y|BRL
Please transfer $ 822943 KRW from account 8439635 to account 1855464. Thank you!|822943|8439635|1855464|KRW
Please move 8234316 MXN from PvsQoy to account lrnngryo. Thank you very much. Sincerely,Lindsey Stuart|8234316|PvsQoy|lrnngryo|MXN
Good afternoon. This needs IMMEDIATE attention!!! Please carefully move 9065791 USD dollars from 137056486 into account 509559631. PLEASE make sure you are moving this amount from 137056486 to 509559631. Will you send me a receipt or confirmation of the transfer? Sincerely,Joanne Benson|9065791|137056486|509559631|USD
Dear Erin Douglas, we need a transfer of $ 736907 HUFfrom the corporate account 19fxPz2OcFuXto my client's personal account ed5oibk. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|736907|19fxPz2OcFuX|ed5oibk|HUF
Please transfer $ 5374686 RSD from account fx to account g. Thank you!|5374686|fx|g|RSD
Hi. I need help with a money transfer, I'd like this to be as soon as possible. Could you transfer$ 4433099 PKR from account fbBHNGvGnJ to account subkel. Thanks and please contact me after it is finished.|4433099|fbBHNGvGnJ|subkel|PKR
To whom it may concern: Hi, I have a client who needs assistance with a transfer. We need to move $ 6643145 FJD dollars as soon as possible. Would be great if you could move it from 843149713 to 887201415. How soon can this be done, and when will the funds be fully processed? Sincerely, Kathleen Williams|6643145|843149713|887201415|FJD
Hi this is Lisa Webb. I need you to do the following. Please help me transfer 9107461 PHP from 131430821 into 862244101. Thanks.|9107461|131430821|862244101|PHP
Please transfer $ 5134055 BAM from account 587mwV to account 216hDu. Thank you!|5134055|587mwV|216hDu|BAM
Please transfer $ 3959796 ARN from account QWN583 to account NbH405. Thank you!|3959796|QWN583|NbH405|ARN
We need this ASAP! Move $ 4727514 SHP into account QZACAGYT0AZ from account D6GERROIOG!|4727514|D6GERROIOG|QZACAGYT0AZ|SHP
Move money from account QJRNUI8417W to account UBJ4Q7AJ3RN of the amount $ 4030306 CUP. Thank you!|4030306|QJRNUI8417W|UBJ4Q7AJ3RN|CUP
Hey Ashley Blevins, I need to transfer 9000845 SYP from account LMrn1n into 9xhsfu2. We need this done ASAP. Please double check and make sure that everything is correct before the transfer is placed. I have provided the details above. Please contact me after this is done. Thanks.|9000845|LMrn1n|9xhsfu2|SYP
Please move 7528516 BSD dollars from account NHU245 to MwB678.|7528516|NHU245|MwB678|BSD
Hey Ryan Page! Please move $ 1464108 CLP from account F9R3HE to account 3WO. Thanks! Send me an email back when it's done! Thanks :D :D|1464108|F9R3HE|3WO|CLP
Could you please transfer 7067848 AFN from 6EKIBZG to account 0MSH6NK.|7067848|6EKIBZG|0MSH6NK|AFN
Hey! Benjamin Kane It's Kristin Bruce. I would really appreciate if you could help me with something. I need to transfer $ 4684444 ANG from my personal bank account 500237588 to my restaurant's business account, 051168963. Will you let me know once everything is done? I'm really sorry, but this is really urgent. PLEASE send me notice when it is done.|4684444|500237588|051168963|ANG
Please move 4614788 GTQ dollars from account b to g.|4614788|b|g|GTQ
Dear madam/sir, I, Shawn Murphy am currently the account holder of the following bank accounts that are in need of a transfer. Please move $ 1341044 VEF to nlcxciamji7c from owTyaZBta. For some reason, this transfer will not go through when I do it. Thanks, Shawn Murphy|1341044|owTyaZBta|nlcxciamji7c|VEF
I need a transfer ASAP. Please take $ 6822067 RSD from 831MZ5Y and put this in account S45SDFYIRE|6822067|831MZ5Y|S45SDFYIRE|RSD
Could you please transfer 7680827 AZN from GMNW to account TG91.|7680827|GMNW|TG91|AZN
Hi this is Robert Carter. I need you to help me transfer 2639711 CUP from 913239172 into 913255560. How soon can this be completed? Please let me know.|2639711|913239172|913255560|CUP
To whom it may concern: Hello I need assistance with a money transfer that will not go through. I'd like to move funds from 952144258 of the amount $ 6461347 PEN. This needs to be transferred to this account, 333911077. Best, Mrs. Heather Stevens|6461347|952144258|333911077|PEN
Hello, how are you? I need to move $ 6855634 SCR from 343461066 to 548627429. Sincerely,Chase Sandoval|6855634|343461066|548627429|SCR
Do the following Joshua Nolan. Move $ 9444889 HNL from this account called C1YaemnAWAm to account 75nwv86kg. Thanks. We need this done ASAP. We have a client waiting.|9444889|C1YaemnAWAm|75nwv86kg|HNL
Hey Mallory Shaw! Please move $ 3409359 OMR from account TIMX2WGM to account 0JWE. Thanks! Send me an email back when it's done! Thanks :D :D|3409359|TIMX2WGM|0JWE|OMR
Hello, this is an email regarding a transfer that I need assistance with. Please help me move 3830341 NAD from Wu9xTxTpM. The funds need to be transferred to the account klxxtb. Can this be done? and when? Let me know if you need additional details. Thanks.|3830341|Wu9xTxTpM|klxxtb|NAD
Move $ 9198746 THB into account RKIVC from GHRD7I|9198746|GHRD7I|RKIVC|THB
Please move 9029609 IMP dollars from account Row to AZJ.|9029609|Row|AZJ|IMP
Hi, I hope this email finds you well. We have an urgent request. Could $ 1662783 PAB be transferred into account 513475458 from 674087182? Let me know. Have a great rest of your evening. Best regards,Jared Sanford|1662783|674087182|513475458|PAB
Hi this is Adam Lopez. I need you to do the following. Please help me transfer 4555543 PKR from hpKsT into glydxx3hrj0. Thanks.|4555543|hpKsT|glydxx3hrj0|PKR
Hey!!! Jason Fernandez. Can you transfer $ 25898 ALL from this account Z365CCJ to my other account 3XA. Thanks! Best Regards, Tina Edwards|25898|Z365CCJ|3XA|ALL
Goodmorning Joshua Medina, I have a client in need of a money transfer. Could you transfer 5904993 HUF from account jTTCX3oOOg to account ogfiy. Please let me know as soon as this is complete. Thanks!|5904993|jTTCX3oOOg|ogfiy|HUF
Hello. We need a transfer of $ 2987924 NGN from account 557211396 to this account, 517454498. Thanks! George Mcgrath|2987924|557211396|517454498|NGN
Please transfer $ 7487904 PKR from account DiV615 to account ILf841. Thank you!|7487904|DiV615|ILf841|PKR
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 3881668 TVD from account ERA0Ju to miaqdck2h. If there is any trouble, please don't hesitate to reach out. Thanks, Brian Maldonado|3881668|ERA0Ju|miaqdck2h|TVD
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 936597 SGD from account 251486165 to 612423719. If there is any trouble, please don't hesitate to reach out. Thanks, Brian Hudson DDS|936597|251486165|612423719|SGD
Please move 3799908 MUR dollars from account DYWb to Uqcu.|3799908|DYWb|Uqcu|MUR
Hi, can you please help me? I need a transfer of $ 7771515 ZAR dollars moved into fmsxct3from PZIrWFhnj8. Thank you.|7771515|PZIrWFhnj8|fmsxct3|ZAR
Good evening. I have a question regarding monetary transfers, can funds be transferred from corporate accounts to personal accounts? If so, please assist with a transfer of $ 1143534 SOS into 8020m from corporate account kra18HN5DU. Thanks.|1143534|kra18HN5DU|8020m|SOS
Hey Marc Bean, I need to transfer 6884448 CLP from account 141434929 into 089636235. We need this done ASAP. Please contact me after this is done. Thanks.|6884448|141434929|089636235|CLP
Hello, please help me move 4031304 JEP from CGmjT to account 9qor6e0an Can this be done? When? Thanks.|4031304|CGmjT|9qor6e0an|JEP
Please move 2337970 ARN dollars from account kv to O.|2337970|kv|O|ARN
Dear Michaela Burke, we need a transfer of $ 5316829 BMDfrom the corporate account cVQZxCTto my client's personal account ul0atcye427o. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|5316829|cVQZxCT|ul0atcye427o|BMD
Hi, I have attempted (unsuccessfully) to conduct the following transfer. I'd like to submit a transfer request, please take account 6FvSEd2E3ufm and move $ 8481254 NAD to account rmn6rc8. I'm going to need this done as soon as you get the chance. I also will need a confirmation of this as soon as it is processed.Dylan Smith|8481254|6FvSEd2E3ufm|rmn6rc8|NAD
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 6876382 LRD into account 195266968 from account 004157938. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|6876382|004157938|195266968|LRD
Hey! Christy Gomez It's Jaime Howe. I would really appreciate if you could help me with something. I need to transfer $ 129664 UYU from my personal bank account 773272425 to my restaurant's business account, 817664459. Will you let me know once everything is done? I'm really sorry, but this is really urgent. PLEASE send me notice when it is done.|129664|773272425|817664459|UYU
I need to move $ 1693257 BWP into XGW78MK from account F2A. Thanks.|1693257|F2A|XGW78MK|BWP
Hello and good evening. I, Morgan Gonzalez, am the account owner of the two bank accounts: 123933431 and 817148720. I need to move 2886261 PLN dollars from 123933431 and deposit this into 817148720. Please make sure that all of the information is correct before submitting the transfer. Thank you so much.|2886261|123933431|817148720|PLN
Dear Cody Flynn, we need a transfer of $ 5489452 SHP from the corporate account eVYdQOwqto my client's personal account eedv99zh. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|5489452|eVYdQOwq|eedv99zh|SHP
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 4339147 HKD from account G8JM5 to nwwhgv11p. If there is any trouble, please don't hesitate to reach out. Thanks, Sandra Nicholson|4339147|G8JM5|nwwhgv11p|HKD
Hi, this is Anthony Smith, and this is to confirm a transfer that my client, Anthony Hughes, is requesting to be completed in the next couple of days. Could you move money from account 824079891 to account 995855383 of the amount $ 3484547 SGD. Thank you! Please send me a receipt of the completed transfer for my client.|3484547|824079891|995855383|SGD
Dear Kenneth Fernandez, we need a transfer of $ 5153493 BMDfrom the corporate account S36nKTiUnto my client's personal account 3av6php8wyu9. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|5153493|S36nKTiUn|3av6php8wyu9|BMD
Please transfer $ 5518769 RON from account 4 to account 16. Thank you!|5518769|4|16|RON
Hello. $ 3239 HNL needs to be moved from account P7sQURUW6m to this account gwkvinhbr1w. Thanks!Andrea Barron|3239|P7sQURUW6m|gwkvinhbr1w|HNL
Please move 5849060 LAK dollars from account Cned to jsCD.|5849060|Cned|jsCD|LAK
Do the following Vanessa Brown. Move $ 9116345 BBD from this account called 563957W to account 8KNMN38MOBXQ. Thanks. We need this done ASAP. We have a client waiting.|9116345|563957W|8KNMN38MOBXQ|BBD
move 7791904 INR to 1eghqcr7p from this account plsJJrjUvj|7791904|JJrjUvj|1eghqcr7p|INR
Could you transfer$ 6202059 DKK from account MR6R to account FYAAX. Thanks and please contact me after it is finished.|6202059|MR6R|FYAAX|DKK
Please transfer $ 2480227 KPW from account Gq to account L. Thank you!|2480227|Gq|L|KPW
Please move 8480272 COP dollars from account 874mtM to 236Qyd.|8480272|874mtM|236Qyd|COP
Hello and good evening. I, Lauren Anderson, am the account owner of the two bank accounts: bB0RN and ijfuxiz. I need to move 8987341 UYU dollars from bB0RN and deposit this into ijfuxiz. Please make sure that all of the information is correct before submitting the transfer. Thank you so much.|8987341|bB0RN|ijfuxiz|UYU
Please move 5417533 SYP dollars from account DEP804 to ETb854.|5417533|DEP804|ETb854|SYP
hey Lori Hensley could u please deposit 3198296 BSD from account WO91IY8NORYK to account 73A.|3198296|WO91IY8NORYK|73A|BSD
Hello. This email is provided at our customer's request to do the following transfer. Can you please transfer 3840099 DOP and move this amount to 4ljbmo265zjx from 3NdBWWjEj04F. Please email back when the proces is complete. Thank you!|3840099|3NdBWWjEj04F|4ljbmo265zjx|DOP
HiRobert Murphy could you transfer $ 9319796 BYN from 936109280to 406792480. Thank you so much. Best Regards, Jennifer Turner|9319796|936109280|406792480|BYN
Hi, I hope this email finds you well. We have an urgent request. Could $ 6794563 TWD be transferred into account 9vxbeykn from yjpito8UpWR? Let me know. Have a great rest of your evening. Best regards,Brittany Roberts|6794563|yjpito8UpWR|9vxbeykn|TWD
Please move 6213566 FJD dollars from account RP to hC.|6213566|RP|hC|FJD
Please do the following and move 3899042 QAR from RKWW2MV to account QDPF8ZUR. Thank you very much.|3899042|RKWW2MV|QDPF8ZUR|QAR
Dear Shane Mcdonald could you move $ 9371237 VND from 630791761 into account 520172486. When will these funds be fully processed?|9371237|630791761|520172486|VND
Hi, I have attempted (unsuccessfully) to conduct the following transfer. I'd like to submit a transfer request, please take account oGPl3tvjBm and move $ 5669023 COP to account xlfhao27. I'm going to need this done as soon as you get the chance. I also will need a confirmation of this as soon as it is processed.Phillip Sanchez PhD|5669023|oGPl3tvjBm|xlfhao27|COP
Please transfer $ 4077199 HKD from account hgxP to account nNH. Thank you!|4077199|hgxP|nNH|HKD
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 2679234 ILS from my savings account called Z57Ml to my checking account xccfe73pj. How will I know once this is completed? Will I be receiving confirmation via email? Best, James Hampton|2679234|Z57Ml|xccfe73pj|ILS
Hello, this email is to confirm a monetary transfer request on behalf of my client, Diane Jones. Please move 3348799 AFN from my clients personal account,xYIzaYnb18h1, to the corporate account, a0k31m9s3. Thank you very much. Sincerely,Brittany Delacruz|3348799|xYIzaYnb18h1|a0k31m9s3|AFN
Please move 3960376 LKR dollars from account 949 to 865.|3960376|949|865|LKR
Please transfer $ 4139652 BGN from account 78oHN to account 67ZxS. Thank you!|4139652|78oHN|67ZxS|BGN
Goodmorning William Flores, I have a client in need of a money transfer. Could you transfer 6947908 SBD from account PHq0TvDl to account 17pmw. Please let me know as soon as this is complete. Thanks!|6947908|PHq0TvDl|17pmw|SBD
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 8799672 YER from my savings account called 781973023 to my checking account 408818110. How will I know once this is completed? Will I be receiving confirmation via email? Best, Mark Benson|8799672|781973023|408818110|YER
We need to take the following action immediately! Move $ 6479728 NAD into account tmopnq from account PxLCjG6!|6479728|PxLCjG6|tmopnq|NAD
hey friend! can u help w a transfer? i need to take 5972346 SVC usd from 765441895 nd put into acct 076026608 thx Tiffany Williams|5972346|765441895|076026608|SVC
Please transfer $ 7953371 BZD from account 26HJN to account 67rfL. Thank you!|7953371|26HJN|67rfL|BZD
Stephen Thompson can u transfer 3262529 GHS to tjis account 101298331 from this account 644424496|3262529|101298331|644424496|GHS
Goodmorning Zachary White, I have a client in need of a money transfer. Could you transfer 345181 FJD from account 618040318 to account 557126353. Please let me know as soon as this is complete. Thanks!|345181|618040318|557126353|FJD
Do the following Jennifer Hester. Move $ 3988832 AUD from this account called 274955776 to account 180958392. Thanks. We need this done ASAP. We have a client waiting.|3988832|274955776|180958392|AUD
Account CfbIL needs $ 4373156 CHF transferred to qxa0bffpd.|4373156|CfbIL|qxa0bffpd|CHF
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 7511376 PLN into account 399956942 from account 431713477! Thank you, please confirm after this is done.|7511376|431713477|399956942|PLN
Please transfer $ 7553506 UZS from account 96 to account 64. Thank you!|7553506|96|64|UZS
Please move 9102542 PLN dollars from account 2 to 26.|9102542|2|26|PLN
Hello. $ 6242719 CUP needs to be moved from account C3Lbrwn7 to this account ddex82. Thanks!Anthony Garza|6242719|C3Lbrwn7|ddex82|CUP
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 2991056 HRK from my savings account called 620169519 to my checking account 791714300. How will I know once this is completed? Will I be receiving confirmation via email? Best, James Fleming|2991056|620169519|791714300|HRK
Hi, this is Jose Lopez, and this is to confirm a transfer that my client, Cesar Koch, is requesting to be completed in the next couple of days. Could you move money from account 289825664 to account 930470072 of the amount $ 4086711 ZAR. Thank you! Please send me a receipt of the completed transfer for my client.|4086711|289825664|930470072|ZAR
Please move 8340601 SEK dollars from account 04yHk to 58Nmg.|8340601|04yHk|58Nmg|SEK
I need a transfer ASAP. Please take $ 3514350 QAR from chS6emk8J7f and put this in account m98yo0by|3514350|chS6emk8J7f|m98yo0by|QAR
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 4024552 ISK from account 6cPsPwcG to flxvfamvo2u. If there is any trouble, please don't hesitate to reach out. Thanks, David Erickson|4024552|6cPsPwcG|flxvfamvo2u|ISK
Hi, this is Jonathan Small, and this is to confirm a transfer that my client, Robert Richards, is requesting to be completed in the next couple of days. Could you move money from account YJO8eq680 to account w3geen8nt7 of the amount $ 7964564 GIP. Thank you! Please send me a receipt of the completed transfer for my client.|7964564|YJO8eq680|w3geen8nt7|GIP
Please move 9939178 EGP from LwAU1vvYA4 to account i4cmw. Thank you very much. Sincerely, Tyler Hobbs|9939178|LwAU1vvYA4|i4cmw|EGP
Hello. We need a transfer of $ 9887759 IDR from account 390005225 to this account, 425996642. Thanks! Justin Thompson|9887759|390005225|425996642|IDR
Hi, I hope this email finds you well. We have an urgent request. Could $ 1982529 IRR be transferred into account 596019271 from 850171156? Let me know. Have a great rest of your evening. Best regards,Theresa Wilson|1982529|850171156|596019271|IRR
Account ZD0C57XB7K needs $ 24455 MZN transferred to 82H.|24455|ZD0C57XB7K|82H|MZN
Please transfer $ 9190120 UAH from account FX to account Jn. Thank you!|9190120|FX|Jn|UAH
 $ 6100816 KZT needs to be moved from account SmfiRlNGnbdc to this account yzqy4zf.Thanks,Teresa Vasquez!|6100816|SmfiRlNGnbdc|yzqy4zf|KZT
Please transfer $ 1066580 ZWD from account vOg to account W. Thank you!|1066580|vOg|W|ZWD
Please transfer $ 9994019 SYP from account Nfz647 to account BbP680. Thank you!|9994019|Nfz647|BbP680|SYP
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 440199 EGP from account v8lQArFPwv to myygkn18. If there is any trouble, please don't hesitate to reach out. Thanks, Rebecca Smith|440199|v8lQArFPwv|myygkn18|EGP
Dear Donna Wilson, at the request of our client, we need a transfer in the amount of $ 5644027 PEN. This needs to be completed today. Please move the funds from 099777958to 941187764. Please contact me back with any questions. Thanks, Jennifer Calderon|5644027|099777958|941187764|PEN
Hi, I have attempted (unsuccessfully) to conduct the following transfer. I'd like to submit a transfer request, please take account 364215432 and move $ 8819608 PEN to account 586237807. I'm going to need this done as soon as you get the chance. I also will need a confirmation of this as soon as it is processed.Samuel Brown|8819608|364215432|586237807|PEN
Please transfer $ 1339934 ILS from account tvX712 to account Qyd071. Thank you!|1339934|tvX712|Qyd071|ILS
Please take account 0W1U and move $ 3288170 AFN to account 5UO5P3.|3288170|0W1U|5UO5P3|AFN
Please transfer $ 3712570 KGS from account pen to account xmB. Thank you!|3712570|pen|xmB|KGS
Move money from acct BYHR3EUTL to acct CVF of the amount $ 2976962 MNT. Thank you!|2976962|BYHR3EUTL|CVF|MNT
Please move 3073042 COP dollars from account dMN067 to UOP471.|3073042|dMN067|UOP471|COP
Hi, I have attempted (unsuccessfully) to conduct the following transfer. I'd like to submit a transfer request, please take account YyflX and move $ 6965507 BAM to account l7yxqdqr. I'm going to need this done as soon as you get the chance. I also will need a confirmation of this as soon as it is processed.Andrew Barker|6965507|YyflX|l7yxqdqr|BAM
Please move 8181374 PLN dollars from account zx to r.|8181374|zx|r|PLN
Hello. This email is provided at our customer's request to do the following transfer. Can you please transfer 6808608 FKP and move this amount to 503315283 from 378087106. Please email back when the proces is complete. Thank you!|6808608|378087106|503315283|FKP
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 8017458 PAB into account 933569658 from account 901937693! Thank you, please confirm after this is done.|8017458|901937693|933569658|PAB
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 2015005 JMD from my savings account called R9JbqRMqmv to my checking account bi5z7log. How will I know once this is completed? Will I be receiving confirmation via email? Best, Joseph Kline|2015005|R9JbqRMqmv|bi5z7log|JMD
Hi, this is Amy Spencer PhD, and this is to confirm a transfer that my client, Sarah Hansen, is requesting to be completed in the next couple of days. Could you move money from account 236250041 to account 044617489 of the amount $ 7641602 SOS. Thank you! Please send me a receipt of the completed transfer for my client.|7641602|236250041|044617489|SOS
Move $ 6100269 TRY to 9KP6N0FIQ2 from 64GQEK2. Thanks.|6100269|64GQEK2|9KP6N0FIQ2|TRY
Please move 2035073 GYD dollars from account YWnR to Ydza.|2035073|YWnR|Ydza|GYD
Hello, please help me move 1112453 COP from DKJNMKTCNRPV to account TTRCE1D69GI Can this be done?|1112453|DKJNMKTCNRPV|TTRCE1D69GI|COP
Hi, can you please transfer 5045559 MZN moved into K3UBQPXR from UJ3BU1QS. Thank you!|5045559|UJ3BU1QS|K3UBQPXR|MZN
Hello. We need a transfer of $ 3088485 UAH from account PaEMTLo to this account, owhemlj8nrsh. Thanks! Debra Turner|3088485|PaEMTLo|owhemlj8nrsh|UAH
Hi, can you please help me? There is a new deposit to the account 93aeZ of the amount 8190342 KHR. I need to transfer this exact amount moved into my business account, ii303t. How many business days will this transfer take? Thanks so much, Joseph Wood|8190342|93aeZ|ii303t|KHR
Please move 7720537 YER dollars from account JeLK to FIop.|7720537|JeLK|FIop|YER
Please move 3195357 IRR dollars from account gNL724 to AKu081.|3195357|gNL724|AKu081|IRR
Please move 3544552 HUF dollars from account 071okU to 762uKj.|3544552|071okU|762uKj|HUF
To whom it may concern: Hello I need assistance with a money transfer that will not go through. I'd like to move funds from VJYPbpU of the amount $ 5207329 BRL. This needs to be transferred to this account, rlgqffm. Best, Jose Walker|5207329|VJYPbpU|rlgqffm|BRL
dear Christopher Williamson, could you please take $ 5252962 RON from acct CYREH31W4 to acct A1DRJ6HBN1N1.|5252962|CYREH31W4|A1DRJ6HBN1N1|RON
Danny Cooper, can u move this amt 254934 RUB from 677037037 to this acct 381629248, asap pls. thx|254934|677037037|381629248|RUB
Hello. $ 750759 EUR needs to be moved from account tkr9oqAwI to this account owm4yc5tb905. Thanks!John Shepard|750759|tkr9oqAwI|owm4yc5tb905|EUR
Hey!!! Carolyn Snyder. Can you transfer $ 4316066 GYD between two of my accounts? The funds need to be moved from this account zHTRWi7 to my other account tirkndg1o9n. Make sure you get those accounts correctly. Thanks! Best Regards, Sharon Anderson|4316066|zHTRWi7|tirkndg1o9n|GYD
Dear Matthew Payne, we need a transfer of $ 4119612 QARfrom the corporate account amo1nto my client's personal account v9jmfzkbmhs. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|4119612|amo1n|v9jmfzkbmhs|QAR
Dear Brandon Hale, we need a transfer of $ 1738362 CADfrom the corporate account 314298314to my client's personal account 710597838. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|1738362|314298314|710597838|CAD
Hello. $ 4490188 NIO needs to be moved from account jrTMtY to this account 7sv1oxe3. Thanks!Steve Robinson|4490188|jrTMtY|7sv1oxe3|NIO
Hey Joan Riggs, I need to transfer 7549928 EGP from account 353805376 into 077535289. We need this done ASAP. Please double check and make sure that everything is correct before the transfer is placed. I have provided the details above. Please contact me after this is done. Thanks.|7549928|353805376|077535289|EGP
We need a transfer of $ 2640669 LAKfrom EMBUM to account 2Y7T. Please let me know after this is complete.|2640669|EMBUM|2Y7T|LAK
Hello, hope you are doing well. Could you please transfer 7240565 IMP from ebgcvS to account bqpixdoj, and let me know as soon as this is done.|7240565|ebgcvS|bqpixdoj|IMP
Goodmorning Samantha Harvey, I have a client in need of a money transfer. Could you transfer 2859671 BAM from account ffgF98 to account yltxz. Please let me know as soon as this is complete. Thanks!|2859671|ffgF98|yltxz|BAM
This needs immediate attention. Please carefully move 3256465 ZAR dollars from 3KJWKZAEQY into account EYRZ1ROQZ985. Sincerely.Melissa Donovan|3256465|3KJWKZAEQY|EYRZ1ROQZ985|ZAR
Please transfer $ 7702920 NIO from account VGI613 to account hgV807. Thank you!|7702920|VGI613|hgV807|NIO
 $ 1059713 PYG needs to be moved from account AXC9OTN to this account titled 9IAOFUZ2VBC.Thanks so much.|1059713|AXC9OTN|9IAOFUZ2VBC|PYG
Hello, hope you are doing well. Could you please transfer 9294626 KPW from 082953785 to account 612516037, and let me know as soon as this is done.|9294626|082953785|612516037|KPW
hey friend! can u help w a transfer? i need to take 5925914 NAD usd from 215204203 nd put into acct 117180957 thx Maria Harris|5925914|215204203|117180957|NAD
Hello and good evening. I, Joseph Gibson, am the account owner of the two bank accounts: nLXKcfIh0W and q46fu8. I need to move 8653372 SOS dollars from nLXKcfIh0W and deposit this into q46fu8. Please make sure that all of the information is correct before submitting the transfer. Thank you so much.|8653372|nLXKcfIh0W|q46fu8|SOS
Please move 2869115 IMP dollars from account p to Z.|2869115|p|Z|IMP
Hello. This email is provided at our customer's request to do the following transfer. Can you please transfer 6724430 SCR and move this amount to w1ngdbn from sirgB3HfWU3. Please email back when the proces is complete. Thank you!|6724430|sirgB3HfWU3|w1ngdbn|SCR
Please transfer $ 7057418 HUF from account yg to account s. Thank you!|7057418|yg|s|HUF
Please move 1503646 BBD dollars from account 501sle to 027JiE.|1503646|501sle|027JiE|BBD
We need a transfer of $ 2323458 BSDfrom account 311362340to account 121075160. This needs to be done today. Thanks!|2323458|311362340|121075160|BSD
Hey, I need help transferring $ 70264 NGN from account ZKQF3cS0c to account f0oavlaw1ixk. Thanks!|70264|ZKQF3cS0c|f0oavlaw1ixk|NGN
Hey Brandon Lewis! Please move $ 453643 ARN from account 507400787 to account 817482898. Thanks! Send me an email back when it's done.|453643|507400787|817482898|ARN
